RES_ID,LABEL
TRA1,0.8752752244472504
TRA2,0.1811445713043213
TRA3,0.5898529380559921
TRA4,0.9193466365337372
TRA5,0.7799614250659943
TRA6,0.95692098736763
TRA7,0.7989950776100159
TRA8,0.8153372943401337
TRA9,0.3595037251710892
TRA10,0.28002300262451174
TRA11,0.7990713536739349
TRA12,0.6466146528720855
TRA13,0.7715876400470734
TRA14,0.8343107163906097
TRA15,0.27787877917289733
TRA16,0.4793727695941925
TRA17,0.8468810260295868
TRA18,0.17391566336154937
TRA19,0.34530734419822695
TRA20,0.37562326788902284
TRA21,0.9021592140197754
TRA22,0.41412449777126314
TRA23,0.26057152152061464
TRA24,0.9082878947257995
TRA25,0.9782974541187286
TRA26,0.4906852513551712
TRA27,0.9468188524246216
TRA28,0.8297111630439759
TRA29,0.48670871257781984
TRA30,0.7675496518611908
TRA31,0.8937151074409485
TRA32,0.41372152268886564
TRA33,0.24525730311870575
TRA34,0.5892405390739441
TRA35,0.8731139659881592
TRA36,0.5590954899787903
TRA37,0.4765322685241699
TRA38,0.640855211019516
TRA39,0.9718675553798676
TRA40,0.689846932888031
TRA41,0.9124877333641053
TRA42,0.9579970002174377
TRA43,0.7821210980415344
TRA44,0.4921244829893112
TRA45,0.7845819115638732
TRA46,0.9213513910770417
TRA47,0.9545082747936249
TRA48,0.9831529319286346
TRA49,0.2773223787546158
TRA50,0.39281317591667175
TRA51,0.9447480618953705
TRA52,0.8299835085868835
TRA53,0.2683799654245377
TRA54,0.973092669248581
TRA55,0.578360840678215
TRA56,0.8605746626853943
TRA57,0.6224985361099243
TRA58,0.9736052691936493
TRA59,0.837314248085022
TRA60,0.9740557014942169
TRA61,0.9787916600704193
TRA62,0.977216374874115
TRA63,0.8687258422374725
TRA64,0.5883955627679824
TRA65,0.3441647708415985
TRA66,0.5094661623239517
TRA67,0.9150414288043975
TRA68,0.4129463106393814
TRA69,0.8056697189807892
TRA70,0.429698982834816
TRA71,0.8812109351158142
TRA72,0.6117455124855041
TRA73,0.9403708517551422
