RES_ID,LABEL
TSA1,0.9367454648017883
TSA2,0.8552642357349396
TSA3,0.5084170496463776
TSA4,0.9797141546010971
TSA5,0.7069805532693862
TSA6,0.9688646852970123
TSA7,0.7694537144899368
TSA8,0.9639442962408066
TSA9,0.28589177668094634
TSA10,0.3342361596226692
TSA11,0.9185709041357041
TSA12,0.5512150141596794
TSA13,0.9579487615823745
TSA14,0.6904596462845802
TSA15,0.3202935516834259
TSA16,0.306708624958992
TSA17,0.86742094039917
TSA18,0.9722784268856048
TSA19,0.20305146217346193
TSA20,0.965488212108612
TSA21,0.9634838539361954
TSA22,0.9014122581481934
TSA23,0.9539168441295623
TSA24,0.6100591713190079
TSA25,0.7035077279806137
TSA26,0.9667490285634994
TSA27,0.36297479033470154
TSA28,0.674168476164341
TSA29,0.9613363575935364
TSA30,0.5475668638944626
TSA31,0.41924889624118805
TSA32,0.29868611216545105
TSA33,0.9166456073522568
TSA34,0.3838425901532173
TSA35,0.20128181129693984
TSA36,0.9520949560403824
TSA37,0.7431624054908752
TSA38,0.31125142961740493
TSA39,0.9600036805868148
TSA40,0.952684941291809
TSA41,0.9646835047006607
TSA42,0.5892660018801689
TSA43,0.2337337091565132
TSA44,0.43976988047361376
TSA45,0.9286641091108322
TSA46,0.9636803352832795
TSA47,0.9598073559999466
TSA48,0.9523770380020141
TSA49,0.44203915774822233
TSA50,0.9583903658390045
TSA51,0.29072052985429764
TSA52,0.5488383889198303
TSA53,0.9706723415851592
TSA54,0.17936798065900803
TSA55,0.4068026012182236
TSA56,0.9693108487129212
TSA57,0.7744511997699738
TSA58,0.5143717285990715
TSA59,0.9484078562259675
TSA60,0.9638170719146728
TSA61,0.6655088478326797
TSA62,0.9650727158784866
TSA63,0.5645991638302803
TSA64,0.9617583286762238
TSA65,0.8896925139427185
TSA66,0.8228417521715164
TSA67,0.531523149907589
TSA68,0.8815939909219742
TSA69,0.39652819365262987
TSA70,0.9299409532546997
TSA71,0.9619252961874009
TSA72,0.8250211477279663
TSA73,0.8288602662086487
TSA74,0.8230134695768356
TSA75,0.9554291969537735
TSA76,0.8878870302438736
TSA77,0.9519202148914337
TSA78,0.9403886926174164
TSA79,0.33686904728412626
TSA80,0.6138273754715919
TSA81,0.8193366384506225
TSA82,0.9183215379714966
TSA83,0.3510561263561249
TSA84,0.5836843463778496
TSA85,0.5894285136461258
TSA86,0.9646992355585098
TSA87,0.8504466199874878
TSA88,0.8952213782072067
TSA89,0.8515451300144196
TSA90,0.7177808612585068
TSA91,0.7567070949077607
TSA92,0.9312328457832336
TSA93,0.6001970109343528
TSA94,0.9078924357891083
TSA95,0.237080942094326
TSA96,0.9643025833368302
TSA97,0.43142943531274797
TSA98,0.9431537675857544
TSA99,0.8414038664102554
TSA100,0.7229463142156601
TSA101,0.9411055237054825
TSA102,0.32712629199028015
TSA103,0.9324129688739776
TSA104,0.17936798065900803
TSA105,0.7471556681394577
TSA106,0.9513511031866073
TSA107,0.8815551561117172
TSA108,0.9693191093206406
TSA109,0.2931491634249687
TSA110,0.9185195219516754
TSA111,0.8907346057891846
TSA112,0.8779687595367431
TSA113,0.3135547381639481
TSA114,0.310084211230278
TSA115,0.3555221742391586
TSA116,0.3764549592137337
TSA117,0.21142474323511123
TSA118,0.8874204498529434
TSA119,0.5549950847029685
TSA120,0.4616043555736542
TSA121,0.5229161527752876
TSA122,0.17398423820734024
TSA123,0.306708624958992
TSA124,0.9767266249656678
TSA125,0.9496603828668594
TSA126,0.4424420088529587
TSA127,0.18730370610952377
TSA128,0.8553321933746338
TSA129,0.959438500404358
TSA130,0.9316101729869842
TSA131,0.316990385055542
TSA132,0.8616837811470032
TSA133,0.17936798065900803
TSA134,0.48909285068511965
TSA135,0.6631908562779426
TSA136,0.9136866122484207
TSA137,0.936758673787117
TSA138,0.3929752892255783
TSA139,0.5214937981963158
TSA140,0.6771907299757004
TSA141,0.9707620590925217
TSA142,0.9144665205478668
TSA143,0.44601458817720413
TSA144,0.8099139094352722
TSA145,0.354674898982048
TSA146,0.5243350651860237
TSA147,0.9632414817810059
TSA148,0.3821959951519966
TSA149,0.1871885696053505
TSA150,0.9678045898675919
TSA151,0.9719624680280685
TSA152,0.8845942175388336
TSA153,0.24222746342420579
TSA154,0.4738511678576469
TSA155,0.919926843047142
TSA156,0.964533953666687
TSA157,0.2203322696685791
TSA158,0.9648770213127136
TSA159,0.6543942996859551
TSA160,0.9771217077970504
TSA161,0.6085780104994774
TSA162,0.47838613390922546
TSA163,0.9195456349849701
TSA164,0.8552354675531387
TSA165,0.432733941078186
TSA166,0.9391431325674057
TSA167,0.784067549109459
TSA168,0.9026395785808563
TSA169,0.7181186163425446
TSA170,0.9443812900781632
TSA171,0.9566732865571975
TSA172,0.7462331014871597
TSA173,0.97009920835495
TSA174,0.9567409729957581
TSA175,0.9644875252246856
TSA176,0.8317325308918952
TSA177,0.5220468917489052
TSA178,0.965488212108612
TSA179,0.9718912786245346
TSA180,0.9635673815011978
TSA181,0.8334044796228409
TSA182,0.9654998552799224
