RES_ID,LABEL
TSB1,0.5858770558238029
TSB2,0.775607099533081
TSB3,0.592824576497078
TSB4,0.6112968435883522
TSB5,0.7967658895254135
TSB6,0.4350349515676498
TSB7,0.5922477605938912
TSB8,0.6151199218630791
TSB9,0.6043183308839798
TSB10,0.4004235264658928
TSB11,0.44065932363271715
TSB12,0.8019086599349976
TSB13,0.7886551392078399
TSB14,0.41031141847372055
TSB15,0.6006152907013893
TSB16,0.40060423463582995
TSB17,0.6620178771018982
TSB18,0.7836914092302323
TSB19,0.5833636921644211
TSB20,0.5748362371325493
TSB21,0.36375346779823303
TSB22,0.7138089704513549
TSB23,0.31301696121692657
TSB24,0.2573360040783882
TSB25,0.8107638949155808
TSB26,0.8215690517425537
TSB27,0.522461185157299
TSB28,0.3234885510802269
TSB29,0.5311338049173355
TSB30,0.8113422727584839
TSB31,0.6727192091941834
TSB32,0.7799918097257614
TSB33,0.45794507414102553
TSB34,0.6051192104816436
TSB35,0.6326197585463524
TSB36,0.6922294515371322
TSB37,0.631896271109581
TSB38,0.6778064000606537
TSB39,0.5609710919857025
TSB40,0.6741779786348343
TSB41,0.30208717823028564
TSB42,0.507921287715435
TSB43,0.536938374042511
TSB44,0.45856072902679446
TSB45,0.6863635790348053
TSB46,0.6732063502073288
TSB47,0.4074605652689934
TSB48,0.7810172867774964
TSB49,0.6439421314001084
TSB50,0.8129489088058471
TSB51,0.7626339507102966
TSB52,0.8483302211761474
TSB53,0.7590476948022843
TSB54,0.703619826734066
TSB55,0.40069129824638366
TSB56,0.6858609586954116
TSB57,0.39425860583782196
TSB58,0.8067634558677673
TSB59,0.4779725217819214
TSB60,0.6964942681789398
TSB61,0.5997520491480828
TSB62,0.6387403959035873
TSB63,0.5311337903141975
TSB64,0.27334927797317504
TSB65,0.680112773180008
TSB66,0.5499844658374786
TSB67,0.8044585192203522
TSB68,0.4770519554615021
TSB69,0.6726145428419114
TSB70,0.46618364334106444
TSB71,0.4748993644118309
TSB72,0.514015783071518
TSB73,0.7710273611545563
TSB74,0.8127403384447098
TSB75,0.4231554478406906
TSB76,0.3980880028009415
TSB77,0.41863059520721435
TSB78,0.46686850816011427
TSB79,0.56225460678339
TSB80,0.4840735906362534
TSB81,0.4331493765115738
TSB82,0.48213112115859985
TSB83,0.8294633901119233
TSB84,0.5153558850288391
TSB85,0.8344051617383957
TSB86,0.4125950312614441
TSB87,0.6382840204238892
TSB88,0.7710273611545563
TSB89,0.7989312899112702
TSB90,0.3938514065742493
TSB91,0.7842853707075119
TSB92,0.534754460155964
TSB93,0.40183891654014586
TSB94,0.4964580062031746
TSB95,0.3426498371362686
TSB96,0.7046225535869598
TSB97,0.6242710444331169
TSB98,0.5545945754647255
TSB99,0.3565221956372261
TSB100,0.7161156386137009
TSB101,0.7530956465005875
TSB102,0.4544258809089661
TSB103,0.5018979856371879
TSB104,0.7682223039865493
TSB105,0.7921504420042038
TSB106,0.5561206063628197
TSB107,0.8127403384447098
TSB108,0.7033098578453064
TSB109,0.3547811087965965
TSB110,0.4143610107898712
TSB111,0.6791223847866058
TSB112,0.5093027803301812
TSB113,0.7903671687841416
TSB114,0.5002446520328522
TSB115,0.6296774131059647
TSB116,0.8245530158281327
TSB117,0.6668685907125473
TSB118,0.7155380812287331
TSB119,0.79793770134449
TSB120,0.5601475477218628
TSB121,0.35584994316101076
TSB122,0.8096271270513534
TSB123,0.4150431376695633
TSB124,0.7495533430576324
TSB125,0.7663542211055756
TSB126,0.5828528371453285
TSB127,0.27112490564584735
TSB128,0.7352229422330856
TSB129,0.7007924121618271
TSB130,0.5691524574160576
TSB131,0.6960558432340622
TSB132,0.3761341229081154
TSB133,0.3657518261671066
TSB134,0.5912425735592842
TSB135,0.4712463966012001
TSB136,0.44552837997674943
TSB137,0.7903671687841416
TSB138,0.6906322219967842
TSB139,0.5879297229647636
TSB140,0.3903331083059311
TSB141,0.6570418861508369
TSB142,0.35297273874282836
TSB143,0.2354430839419365
TSB144,0.8056075918674469
TSB145,0.644000413119793
TSB146,0.6010284423828125
TSB147,0.4921638110280037
TSB148,0.5232825791835785
TSB149,0.6649655067920685
TSB150,0.6846098506450653
TSB151,0.5811701002717018
TSB152,0.6652111420035363
TSB153,0.7864616864919662
